発明の名称,要約,出願番号,公開番号,applicant_main,inventor_main,year,ipc_main_group,cluster,cluster_label,umap_x,umap_y,eagle_cluster,drill_cluster,drill_cluster_label,mega_pulse_group,core_技術分類,core_課題分類,core_解決手段分類
燃焼排ガス中の二酸化炭素の吸収固定化方法,-,特願2003-049377,特開2004-261658,['東京電力'],[],2003.0,"['B01J20', 'C01F11', 'B01D53', '135@Z']",9,"[9] 二酸化炭素, 製造, 炭酸ガス",15.5666485,18.87308,-1,1,"[1] 二酸化炭素, 製造, 炭酸ガス",,二酸化炭素固定化・環境技術,温室効果ガス削減・環境対応,回収・循環プロセスの構築
炭酸カルシウムのための粉砕助剤としてのポリアクリル酸の使用,-,特願2006-504549,特表2006-521988,['ビーエーエスエフ\u3000ソシエタス・ヨーロピア'],[],2004.0,"['C08F2', 'C08F8', 'C01F11', 'B02C23']",13,"[13] 炭酸カルシウム, 散剤, 体用分解",21.320328,13.607615,-1,,,,その他炭酸塩関連技術,その他,その他の手段
球状炭酸カルシウム及びその製造方法,-,特願2005-502923,WO2004/076352,['奥多摩工業'],[],2004.0,"['A61Q1', 'A61K8', 'C01F11', 'A61K7']",16,"[16] 球状炭酸, 製造, カルシウム",19.277655,12.908736,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウムの製造方法,-,特願2003-027490,特開2004-238232,['日本製紙'],[],2003.0,"['D21C11', 'C01F11', 'D21H17']",8,"[8] 炭酸カルシウム, 製造, 高級炭酸",21.08475,20.11407,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
複合粒子およびその製造方法と用途,-,特願2004-003375,特開2004-231952,['昭和電工'],[],2004.0,"['C09C1', 'C08J3', 'B01D53', 'C08K9', 'B01J21', 'C01F7', 'C01F11', 'A61Q1', 'B01J27', 'C08L101', 'C09D5', 'A61K7', '217', 'B01J31', 'A61K8', 'B01J37', 'C01B33', 'B01J35', 'C09C3', 'C09D201', 'C09D7']",18,"[18] 製造, 無機, 光学",16.416908,12.965308,-1,,,,その他,その他,表面処理・複合化の適用
炭酸カルシウムの製造方法,-,特願2003-019021,特開2004-231431,['日本製紙'],[],2003.0,"['D21C11', 'C01F11', 'D21H17']",8,"[8] 炭酸カルシウム, 製造, 高級炭酸",21.129572,20.163809,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
複合粒子およびその製造方法と用途,-,特願2004-003378,特開2004-230378,['昭和電工'],[],2004.0,"['B01J27', 'B01J37', '301@M', 'C08L101', 'C08J3', 'A61K7', 'C09D5', 'C01G23', 'C08K9', 'B01J35', 'C09D201', 'A61K8', 'C09D7', 'C01F11']",18,"[18] 製造, 無機, 光学",16.399336,12.995595,-1,,,,その他,その他,表面処理・複合化の適用
炭酸カルシウムスラリーの脱水促進剤,-,特願2003-002258,特開2004-211020,['片山化学工業研究所'],[],2003.0,"['D21C11', 'D21H17', 'C08L71', 'C01F11', 'C02F11']",-1,ノイズ / 小クラスタ,17.66519,9.044149,-1,,,,その他炭酸塩関連技術,その他,その他
凹凸状表面を有する炭酸カルシウム及びその製造方法,-,特願2003-420486,特開2004-210631,['丸尾カルシウム'],[],2003.0,['C01F11'],19,"[19] 炭酸カルシウム, 製造, ゴム",14.567159,14.290337,-1,,,成熟・既存勢力 (Established),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
フレームワークを援用した結晶成長,-,特願2003-296966,特開2004-196645,['アルカテル－ルーセント\u3000ユーエスエー\u3000インコーポレーテッド'],[],2003.0,"['C30B7', '301', 'H01L21', 'H10K71', 'H10P14', '371', 'C30B29', 'G02B5', 'C01F11', '341', 'G02B6']",2,"[2] 結晶, 炭酸カルシウム, アラゴナイト結晶",11.998037,7.7310324,-1,,,,その他,その他,その他
粉末炭酸カルシウムの再固形製品の製造法,-,特願2003-408197,特開2004-189594,['香春石灰化学工業'],[],2003.0,"['A23K1', 'A23K40', '303@A', 'B09B3', '301@J', 'A23K20', 'C01F11']",30,"[30] 炭酸カルシウム, 製造, カルシウム",18.833334,17.897839,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウム高濃度スラリーの製造方法,-,特願2002-357544,特開2004-189518,['奥多摩工業'],[],2002.0,"['D21H19', 'C01F11']",30,"[30] 炭酸カルシウム, 製造, カルシウム",19.3822,18.158684,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
発泡／多孔質金属製造用発泡剤,-,特願2003-358447,特開2004-183095,['本田技研工業'],[],2003.0,"['C22C1', 'C01F5', 'C01F11']",29,"[29] 鉱物, 重金属, 製造",15.028642,10.881145,-1,,,,その他,その他,その他
超乾燥炭酸カルシウム,-,特願2004-557985,特表2006-509704,['ゾルファイ\u3000ケミカルス\u3000ゲゼルシャフト\u3000ミット\u3000ベシュレンクテル\u3000ハフツング'],[],2003.0,"['C09C3', 'C09C1', 'C01F11']",24,"[24] 炭酸カルシウム, グリコ, カルシウム",20.043268,14.500027,-1,,,,その他炭酸塩関連技術,その他,その他
無機イオン性分子結晶,-,特願2002-335753,特開2004-168701,['公益財団法人大阪産業振興機構'],[],2002.0,"['107', 'G01T1', '104@Z', 'A61P3', 'A61P17', 'C01F5', 'C01F11', 'C07D307', 'C09K3', '104', 'A61K31']",2,"[2] 結晶, 炭酸カルシウム, アラゴナイト結晶",12.024499,7.797764,-1,,,,その他,その他,その他
酸素イオン伝導体及び酸素イオン伝導性固体電解質膜,-,特願2002-325020,特開2004-158372,['ＫＲＩ'],[],2002.0,"['C01B33', '101', 'H01B1', 'H01M8', 'C01F11']",-1,ノイズ / 小クラスタ,18.482239,13.583163,-1,,,,その他,その他,その他
表面多孔質化炭酸カルシウム粉粒体、その製造方法及びそれからなるスラリー,-,特願2002-306062,特開2004-142954,['岡山県'],[],2002.0,"['A23L33', 'C01F11', 'A23L1']",19,"[19] 炭酸カルシウム, 製造, ゴム",14.678553,14.165533,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
凝集粒子及びそれを配合してなる樹脂組成物,-,特願2004-544945,WO2004/035476,['丸尾カルシウム'],[],2003.0,"['C08K9', 'C01F11', 'C08L101']",25,"[25] 顔料, 製造, 自己結合",14.580737,12.155838,-1,,,成熟・既存勢力 (Established),その他,その他,配合・充填・抄紙プロセスの最適化
沈殿炭酸カルシウムで被覆された顔料粒子とその製造方法,-,特願2003-171996,特開2004-107622,['エフピー－ピグメント\u3000オサケ\u3000ユキチュア'],[],2003.0,"['C01B33', 'C01G23', 'B82Y20', 'D21H17', 'C09C3', 'B82Y30', 'C01F11']",25,"[25] 顔料, 製造, 自己結合",13.261187,12.314551,-1,,,,炭酸塩製造・粒子制御技術;製紙・パルププロセス技術;その他炭酸塩関連技術,その他,表面処理・複合化の適用
合成ドロマイト類化合物及びその製造方法,-,特願2004-535920,WO2004/024628,['丸尾カルシウム'],[],2003.0,"['C08L101', 'C04B2', 'C09J11', 'C09D11', 'C09K3', 'C08K3', 'C09D7', 'C01F11']",34,"[34] 製造, 貝殻, ドロマイト",15.836047,11.1771965,-1,,,成熟・既存勢力 (Established),その他,その他,その他
摺動部材用添剤及びこれを含有した摺動部材用樹脂組成物,-,特願2002-243237,特開2004-083640,['丸尾カルシウム'],[],2002.0,"['C08L101', 'C01B25', 'C08L67', 'C08K5', 'C08K9', 'C08L77', 'C08K3', 'C01F11', 'C08L59']",25,"[25] 顔料, 製造, 自己結合",14.436972,12.093829,-1,,,成熟・既存勢力 (Established),その他,その他,その他
分散剤,-,特願2002-233935,特開2004-073909,['東亞合成'],[],2002.0,"['B01F17', 'C09K23', 'C01F11']",33,"[33] 分散剤, 吸着剤, 分散質",16.024168,10.093183,-1,,,,その他,その他,その他
微粒炭酸バリウムの製造方法及びチタン酸バリウムの製造方法,-,特願2002-219891,特開2004-059372,"['ＤＯＷＡホールディングス', '日本化学工業']",[],2002.0,"['C01G23', 'C01F11']",-1,ノイズ / 小クラスタ,18.1639,18.08171,-1,,,,炭酸塩製造・粒子制御技術,その他,その他
無機充填剤の水性懸濁液の製造方法、その方法により得られる無機充填剤の水性懸濁液およびその使用,-,特願2004-525458,特表2005-535436,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2003.0,"['B01J13', 'C01B33', 'D21H19', 'C01G23', 'C09D17', 'C09D11', 'C01F7', 'C09D7', 'C01F11', 'C02F11']",26,"[26] 水性, 脱水, 石灰泥",17.206787,9.121222,-1,,,衰退・ニッチ (Declining/Niche),その他,その他,配合・充填・抄紙プロセスの最適化
炭酸ストロンチウムの製造方法、非複屈折性光学樹脂材料並びに光学素子,-,特願2002-196394,特開2004-035347,['独立行政法人科学技術振興機構'],[],2002.0,"['C08L101', 'G02B1', 'G02B5', 'C08K3', 'C01F11']",18,"[18] 製造, 無機, 光学",18.075773,13.507358,-1,,,,炭酸塩製造・粒子制御技術,その他,その他
改質炭酸カルシウム及びこれを含むポリマー組成物並びにそれらの製造方法,-,特願2004-522761,WO2004/009711,"['白石工業', '白石中央研究所']",[],2003.0,"['C09C3', 'C09C1', 'C01F11']",25,"[25] 顔料, 製造, 自己結合",14.557904,12.960005,-1,,,成熟・既存勢力 (Established),炭酸塩製造・粒子制御技術;高分子・樹脂複合材料技術;その他炭酸塩関連技術,その他,表面処理・複合化の適用
炭酸カルシウムの製造方法,-,特願2003-125824,特開2004-026639,['王子ホールディングス'],[],2003.0,"['D21C11', 'D21H19', 'B02C17', 'C01F11']",8,"[8] 炭酸カルシウム, 製造, 高級炭酸",21.167862,20.19868,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
複合粒子の製造方法並びに高填料内添紙の製造方法,-,特願2002-176749,特開2004-018323,['日本製紙'],[],2002.0,"['C01F11', 'D21H17']",18,"[18] 製造, 無機, 光学",16.187626,13.0694065,-1,,,衰退・ニッチ (Declining/Niche),製紙・パルププロセス技術,その他,表面処理・複合化の適用
製紙スラッジの処理方法および処理設備,-,特願2002-164249,特開2004-008887,['月島機械'],[],2002.0,"['F27B7', 'D21H17', 'C01F11', 'C02F11']",7,"[7] 製造, オフセット印刷, 製紙用",10.36303,10.833258,-1,,,,製紙・パルププロセス技術,その他,専用装置・プラントシステムの設計
沈降炭酸カルシウムの製造法及びそれにより製造された生成物,-,特願2004-513181,特表2005-529827,['スペシャルティ\u3000ミネラルズ\u3000（ミシガン）\u3000インク．'],[],2002.0,"['D21H19', 'C01F11', 'D21H17']",30,"[30] 炭酸カルシウム, 製造, カルシウム",19.33656,19.094292,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
均一サイズのフレークまたは粉末を製造するための連続的な方法及び装置,-,特願2004-513182,特表2005-529737,['フュエルセル\u3000エナジー，\u3000インコーポレイテッド'],[],2002.0,"['B01J2', 'H01M8', 'C01F11', 'C01D7']",34,"[34] 製造, 貝殻, ドロマイト",15.61309,11.550256,-1,,,,その他,その他の課題,専用装置・プラントシステムの設計
発泡安定剤、及びそれを配合してなる発泡成形体,-,特願2004-511377,WO03/104311,['丸尾カルシウム'],[],2003.0,"['C01B33', 'C08J9', 'C01B25', '101', '103', 'C08L101:00', 'C01F11']",29,"[29] 鉱物, 重金属, 製造",15.034719,10.958074,-1,,,成熟・既存勢力 (Established),その他,その他の課題,配合・充填・抄紙プロセスの最適化
炭酸カルシウム質蛍光体とその製造方法,-,特願2002-155170,特開2003-342565,"['安江\u3000任', '吉澤石灰工業']",[],2002.0,"['C09K11', 'C01F11']",18,"[18] 製造, 無機, 光学",18.042034,13.507431,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
スリップ防止用添加剤、それを含有してなる充填材、及びそれらを配合してなる樹脂組成物,-,特願2002-155372,特開2003-342553,['丸尾カルシウム'],[],2002.0,"['C08L101', '540@D', 'C08L33', 'C08K9', 'C09K3', 'C01F11']",25,"[25] 顔料, 製造, 自己結合",14.504239,12.215381,-1,,,成熟・既存勢力 (Established),その他,その他,配合・充填・抄紙プロセスの最適化
繊維状物質で表面が被覆された炭酸カルシウム,-,特願2002-128271,特開2003-321221,['日本製紙'],[],2002.0,"['D21H19', 'C01F11', 'D21H17', 'D21H21']",20,"[20] 炭酸カルシウム, 該填料, 硬化型",13.963563,13.890962,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,表面処理・複合化の適用
表面改質された炭酸カルシウムの濃縮スラリーの製造方法,-,特願2002-111893,特開2003-306326,"['白石工業', '旭化成ケミカルズ']",[],2002.0,['C01F11'],19,"[19] 炭酸カルシウム, 製造, ゴム",14.592378,14.263339,-1,,,成熟・既存勢力 (Established),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,表面処理・複合化の適用
炭酸カルシウムの製造方法、及び排煙脱硫方法又は硫酸中和方法,-,特願2002-094588,特開2003-292321,['日鉄鉱業'],[],2002.0,"['C01F11', '245', '125@E', 'B01D53']",6,"[6] 脱硫, 脱硫剤, 再生式",15.0276575,20.339184,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウムの製造方法,-,特願2002-097131,特開2003-292320,['日本製紙'],[],2002.0,['C01F11'],8,"[8] 炭酸カルシウム, 製造, 高級炭酸",21.096018,20.12597,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
重質炭酸カルシウム水性スラリーの分級方法,-,特願2002-090574,特開2003-286027,['王子ホールディングス'],[],2002.0,"['C01F11', 'B03B5']",27,"[27] 炭酸カルシウム, 水性, 製造",18.120584,8.4602165,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,その他
炭酸カルシウムウィスカーの製造方法,-,特願2002-090239,特開2003-286026,['日本製紙'],[],2002.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",18.888012,17.85291,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
板状構造をした球状多孔質炭酸カルシウムの製造方法,-,特願2002-082502,特開2003-277050,['ニューライム'],[],2002.0,['C01F11'],16,"[16] 球状炭酸, 製造, カルシウム",19.225876,12.868127,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,専用装置・プラントシステムの設計
板状構造をした炭酸カルシウムの製造方法,-,特願2002-082492,特開2003-277049,['ニューライム'],[],2002.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",20.490728,17.514513,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,専用装置・プラントシステムの設計
金属化合物粒子の粒度を縮小するための方法,-,特願2003-571353,特表2005-518280,['カトリーケ・ユニフェルシテイト・ルーヴァン'],[],2003.0,"['C09C1', 'B01J19', 'C01G49', 'C09C3', 'C04B14', 'C01F11']",29,"[29] 鉱物, 重金属, 製造",15.092885,10.805786,-1,,,,その他,その他,その他
メソ孔担持炭酸カルシウム、その製造方法及びそれを用いた塗工紙,-,特願2002-048976,特開2003-246617,['奥多摩工業'],[],2002.0,"['D21H19', 'B82Y30', 'C01F11']",12,"[12] 炭酸カルシウム, 軽質炭酸, 製造",11.499065,12.147906,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,表面処理・複合化の適用
炭酸カルシウム薄膜の製造方法、および光学素子の製造方法,-,特願2002-041761,特開2003-238151,"['マリーンバイオ', '加藤\u3000隆史']",[],2002.0,"['G02B5', 'C01F11']",18,"[18] 製造, 無機, 光学",18.096748,13.410542,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
製紙用新規複合物及びその合成方法,-,特願2002-009529,特開2003-212539,['日本製紙'],[],2002.0,"['C01B33', 'C01F11', 'D21H17', 'D21H21']",7,"[7] 製造, オフセット印刷, 製紙用",10.280796,10.775434,-1,,,衰退・ニッチ (Declining/Niche),製紙・パルププロセス技術,その他,表面処理・複合化の適用
